UUID,velocity_x,velocity_x_mean,velocity_x_max,velocity_X_min,velocity_y,velocity_y_mean,velocity_y_max,velocity_y_min,velocity,velocity_mean,velocity_max,velocity_min,accelerations,accelerations_mean,accelerations_max,accelerations_min,jerk,jerk_mean,jerk_max,jerk_min,angular_velocities,angular_velocities_mean,angular_velocities_max,angular_velocities_min,radius_of_curvature,radius_of_curvature_mean,radius_of_curvature_max,radius_of_curvature_min,direction,sum_of_angles,straightness,num_points,a_beg_time,elapsed_time,trajectory_length,dist_end_to_end
e786969d-d4e0-41a5-834d-fbb98fb146a0,499.99999999999955,1.9027555978390132,7571.428571428444,27.729677693589046,499.99999999999955,-10.02344466718766,6785.714285714603,27.729677693589046,707.1067811865469,10.202446856577124,8342.519591591963,27.729677693589046,34053.59770953353,4.356772039330388,247677.17223588683,-202547.94506239792,-1662511.986408013,-1514.2853398120042,17947483.182713833,-23377688.318310924,6.944444444444436,,,,101.82337649086287,,,,45.0,359882.3127034577,0.005607626816023983,2039.0,34053.59770953353,29.431,53546.39730623564,300.2682134359213
,857.1428571428564,1.9027555978390132,7571.428571428444,27.729677693589046,714.2857142857137,-10.02344466718766,6785.714285714603,27.729677693589046,1115.7499537009496,10.202446856577124,8342.519591591963,27.729677693589046,14103.453872637361,4.356772039330388,247677.17223588683,-202547.94506239792,-706880.6696750943,-1514.2853398120042,17947483.182713833,-23377688.318310924,7.025761124121771,,,,158.8084100767687,,,,39.80557109226519,359882.3127034577,,,,,,
,928.5714285714278,1.9027555978390132,7571.428571428444,27.729677693589046,928.5714285714278,-10.02344466718766,6785.714285714603,27.729677693589046,1313.1983079178729,10.202446856577124,8342.519591591963,27.729677693589046,4207.1244971860315,4.356772039330388,247677.17223588683,-202547.94506239792,78166.04138827707,-1514.2853398120042,17947483.182713833,-23377688.318310924,7.142857142857135,,,,183.8477631085024,,,,45.0,359882.3127034577,,,,,,
,1071.428571428579,1.9027555978390132,7571.428571428444,27.729677693589046,857.1428571428631,-10.02344466718766,6785.714285714603,27.729677693589046,1372.0980508784774,10.202446856577124,8342.519591591963,27.729677693589046,5301.449076621911,4.356772039330388,247677.17223588683,-202547.94506239792,-1780729.3307134781,-1514.2853398120042,17947483.182713833,-23377688.318310924,6.661201065792217,,,,205.98358123803212,,,,38.65980825409009,359882.3127034577,,,,,,
,1214.2857142857133,1.9027555978390132,7571.428571428444,27.729677693589046,785.714285714285,-10.02344466718766,6785.714285714603,27.729677693589046,1446.3183379511836,10.202446856577124,8342.519591591963,27.729677693589046,-19628.76155336661,4.356772039330388,247677.17223588683,-202547.94506239792,1402054.3966690423,-1514.2853398120042,17947483.182713833,-23377688.318310924,6.151165907263463,,,,235.12913807825143,,,,32.905242922987895,359882.3127034577,,,,,,
,928.5714285714278,1.9027555978390132,7571.428571428444,27.729677693589046,714.2857142857137,-10.02344466718766,6785.714285714603,27.729677693589046,1171.5156762040508,10.202446856577124,8342.519591591963,27.729677693589046,0.0,4.356772039330388,247677.17223588683,-202547.94506239792,-1074196.581553574,-1514.2853398120042,17947483.182713833,-23377688.318310924,0.0,,,,inf,,,,37.568592028827496,359882.3127034577,,,,,,
,928.5714285714278,1.9027555978390132,7571.428571428444,27.729677693589046,714.2857142857137,-10.02344466718766,6785.714285714603,27.729677693589046,1171.5156762040508,10.202446856577124,8342.519591591963,27.729677693589046,-15038.75214175005,4.356772039330388,247677.17223588683,-202547.94506239792,500497.5570857498,-1514.2853398120042,17947483.182713833,-23377688.318310924,15.341948427450275,,,,76.36029294088486,,,,37.568592028827496,359882.3127034577,,,,,,
,642.8571428571423,1.9027555978390132,7571.428571428444,27.729677693589046,714.2857142857137,-10.02344466718766,6785.714285714603,27.729677693589046,960.9731462195499,10.202446856577124,8342.519591591963,27.729677693589046,-8031.786342549547,4.356772039330388,247677.17223588683,-202547.94506239792,1739195.2211864134,-1514.2853398120042,17947483.182713833,-23377688.318310924,3.551696921862666,,,,270.56732805781564,,,,48.01278750418334,359882.3127034577,,,,,,
,599.9999999999994,1.9027555978390132,7571.428571428444,27.729677693589046,599.9999999999994,-10.02344466718766,6785.714285714603,27.729677693589046,848.5281374238562,10.202446856577124,8342.519591591963,27.729677693589046,16316.946754060262,4.356772039330388,247677.17223588683,-202547.94506239792,-3068183.9248769023,-1514.2853398120042,17947483.182713833,-23377688.318310924,7.407407407407403,,,,114.55129855222064,,,,45.0,359882.3127034577,,,,,,
,692.3076923076917,1.9027555978390132,7571.428571428444,27.729677693589046,846.1538461538454,-10.02344466718766,6785.714285714603,27.729677693589046,1093.2823387347603,10.202446856577124,8342.519591591963,27.729677693589046,-29705.812119093313,4.356772039330388,247677.17223588683,-202547.94506239792,3125760.917395214,-1514.2853398120042,17947483.182713833,-23377688.318310924,6.854531607006851,,,,159.4977456398601,,,,50.71059313749964,359882.3127034577,,,,,,
